(0.8048917055130005, 1.1536163091659546, 12.053855895996094)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.3275372906823025, 0.2808774339261456, 3.893601352923384)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.3275372906823025, 0.2808774339261456, 3.893601352923384)
(0.3066827360993234, 0.2579500900807782, 3.7422456317972914)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.3275372906823025, 0.2808774339261456, 3.893601352923384)
(0.3066827360993234, 0.2579500900807782, 3.7422456317972914)
(0.28741069917923934, 0.24889114568723697, 3.5712926699736407)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.3275372906823025, 0.2808774339261456, 3.893601352923384)
(0.3066827360993234, 0.2579500900807782, 3.7422456317972914)
(0.28741069917923934, 0.24889114568723697, 3.5712926699736407)
(0.27915962026498026, 0.25373638275070726, 3.5700974397570175)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.3275372906823025, 0.2808774339261456, 3.893601352923384)
(0.3066827360993234, 0.2579500900807782, 3.7422456317972914)
(0.28741069917923934, 0.24889114568723697, 3.5712926699736407)
(0.27915962026498026, 0.25373638275070726, 3.5700974397570175)
(0.274907330486262, 0.23213639367963665, 3.507104049219149)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
(0.3664969267132126, 0.33588398923383694, 4.302627850915784)
(0.34460729736591056, 0.2971892951526374, 4.074319759261942)
(0.3275372906823025, 0.2808774339261456, 3.893601352923384)
(0.3066827360993234, 0.2579500900807782, 3.7422456317972914)
(0.28741069917923934, 0.24889114568723697, 3.5712926699736407)
(0.27915962026498026, 0.25373638275070726, 3.5700974397570175)
(0.274907330486262, 0.23213639367963665, 3.507104049219149)
(0.2729334008192348, 0.22482797029976534, 3.5110964284879027)
(0.40050163280184026, 0.3692683814284958, 6.150409912394586)
